"length_inf_cm","length_type","k_1_over_y","t_not_years","sex","m_1_over_y","temperature","l_m","theta","country","locality","questionable","captive","species","family","data_type"
33.9,"TL",0.52,NA,"",NA,27.2,12.5,2.78,"India","Kakinada","No","No","Nemipterus japonicus","Nemipteridae","length-frequencies"
34,"TL",0.19,NA,"F",NA,23.3,NA,2.34,"Hong Kong","","No","No","Nemipterus japonicus","Nemipteridae","&nbsp"
34,"TL",0.52,NA,"",NA,NA,12.8,2.78,"India","off Visakhapatnam","No","No","Nemipterus japonicus","Nemipteridae","length-frequencies"
34.1,"FL",0.19,-2.73,"F",NA,27,NA,2.34,"Hong Kong","","No","No","Nemipterus japonicus","Nemipteridae","scale annual rings"
34.5,"TL",0.55,NA,"",NA,27,NA,2.82,"India","Veraval, Gujarat","No","No","Nemipterus japonicus","Nemipteridae","length-frequencies"
34.5,"TL",0.3,NA,"",NA,28,NA,2.55,"India","Visakhapatnam","No","No","Nemipterus japonicus","Nemipteridae","length-frequencies"
34.8,"TL",0.85,NA,"",NA,27.9,NA,3.01,"Malaysia","Peninsular west coast","No","No","Nemipterus japonicus","Nemipteridae","length-frequencies"
35,"TL",0.5,NA,"",NA,27,NA,2.79,"India","Bombay","No","No","Nemipterus japonicus","Nemipteridae","length-frequencies"
35,"TL",0.58,NA,"",NA,28,NA,2.85,"India","Madras","No","No","Nemipterus japonicus","Nemipteridae","length-frequencies"
35,"TL",0.68,NA,"",NA,27,NA,2.92,"India","Cochin, Kerala","No","No","Nemipterus japonicus","Nemipteridae","length-frequencies"
35,"TL",0.83,NA,"",NA,NA,NA,3.01,"India","Mumbai coast","No","No","Nemipterus japonicus","Nemipteridae","length-frequencies"
35.6,"NG",0.756,NA,"",NA,27,NA,2.98,"India","off Bombay","No","No","Nemipterus japonicus","Nemipteridae","length-frequencies"
37,"TL",0.235,NA,"",NA,27.6,NA,2.51,"Myanmar","Northern coast","No","No","Nemipterus japonicus","Nemipteridae","length-frequencies"
37,"TL",0.243,NA,"",NA,27.6,NA,2.52,"Myanmar","Southern coast","No","No","Nemipterus japonicus","Nemipteridae","length-frequencies"
38,"TL",0.13,NA,"M",NA,23.3,NA,2.27,"Hong Kong","","Yes","No","Nemipterus japonicus","Nemipteridae","&nbsp"
38.2,"FL",0.13,-1.09,"M",NA,27,NA,2.28,"Hong Kong","","Yes","No","Nemipterus japonicus","Nemipteridae","scale annual rings"
19.5,"TL",0.626,NA,NA,1.08,28,NA,2.38,"Brunei Darsm","30-40 m depth","No","No","Nemipterus marginatus","Nemipteridae","&nbsp"
29.2,"TL",0.6,NA,NA,NA,29,NA,2.71,"Malaysia","Sarawak","No","No","Nemipterus marginatus","Nemipteridae","length-frequencies"
30.1,"TL",0.52,NA,NA,NA,29,NA,2.67,"Malaysia","Peninsular east coast","No","No","Nemipterus marginatus","Nemipteridae","length-frequencies"
21.5,"TL",0.8,NA,NA,NA,27,NA,2.57,"Indonesia","Java Sea (Central Java)","No","No","Nemipterus mesoprion","Nemipteridae","length-frequencies"
21.9,"TL",0.83,NA,NA,NA,NA,NA,2.6,"India","Kakinada","No","No","Nemipterus mesoprion","Nemipteridae","length-frequencies"
22.2,"TL",0.74,NA,NA,NA,27,NA,2.56,"India","Mangalore","No","No","Nemipterus mesoprion","Nemipteridae","length-frequencies"
22.3,"TL",0.61,NA,NA,NA,28,NA,2.48,"India","Madras","No","No","Nemipterus mesoprion","Nemipteridae","length-frequencies"
22.5,"TL",0.76,NA,NA,NA,28,NA,2.59,"India","Kakinada","No","No","Nemipterus mesoprion","Nemipteridae","length-frequencies"
23.8,"TL",0.84,NA,NA,NA,28,NA,2.68,"India","Madras","No","No","Nemipterus mesoprion","Nemipteridae","length-frequencies"
24,"TL",0.65,NA,NA,NA,28,NA,2.57,"India","Visakhapatnam","No","No","Nemipterus mesoprion","Nemipteridae","length-frequencies"
24.4,"TL",0.62,NA,NA,NA,27,NA,2.57,"India","Cochin","No","No","Nemipterus mesoprion","Nemipteridae","length-frequencies"
24.6,"TL",0.77,NA,NA,NA,27,NA,2.67,"India","Bombay","No","No","Nemipterus mesoprion","Nemipteridae","length-frequencies"
25.5,"TL",0.405,NA,NA,NA,27,NA,2.42,"India","Veraval","No","No","Nemipterus mesoprion","Nemipteridae","length-frequencies"
25.5,"TL",0.465,NA,NA,NA,28,NA,2.48,"India","Kakinada","No","No","Nemipterus mesoprion","Nemipteridae","length-frequencies"
26.7,"TL",0.72,NA,NA,NA,28,NA,2.71,"India","Visakhapatnam","No","No","Nemipterus mesoprion","Nemipteridae","length-frequencies"
27.3,"TL",0.51,NA,NA,NA,27,NA,2.58,"India","Cochin","No","No","Nemipterus mesoprion","Nemipteridae","length-frequencies"
27.4,"TL",0.763,NA,NA,NA,27,NA,2.76,"India","Mumbai waters","No","No","Nemipterus mesoprion","Nemipteridae","length-frequencies"
27.5,"TL",0.41,NA,NA,NA,NA,NA,2.49,"Malaysia","Sarawak","No","No","Nemipterus mesoprion","Nemipteridae","length-frequencies"
29.7,"TL",0.65,NA,NA,NA,27,NA,2.76,"India","Veraval","No","No","Nemipterus mesoprion","Nemipteridae","length-frequencies"
30,"TL",0.94,NA,NA,NA,NA,NA,2.93,"India","Mumbai coast","No","No","Nemipterus mesoprion","Nemipteridae","length-frequencies"
22,"TL",0.43,NA,NA,NA,28,NA,2.32,"Philippines","Lingayen Gulf","No","No","Nemipterus nematophorus","Nemipteridae","length-frequencies"
25.5,"FL",0.55,NA,NA,NA,28.5,NA,2.55,"Philippines","Samar Sea","No","No","Nemipterus nematophorus","Nemipteridae","length-frequencies"
26.5,"FL",0.49,NA,NA,NA,28.7,NA,2.54,"Philippines","Ragay-Samar","No","No","Nemipterus nematophorus","Nemipteridae","length-frequencies"
27,"SL",0.65,NA,NA,NA,27.7,NA,2.68,"Philippines","Visayan Sea","No","No","Nemipterus nematophorus","Nemipteridae","length-frequencies"
27.3,"TL",0.986,NA,NA,1.63,28,NA,2.87,"Malaysia","Sarawak and Sabah (30-40 m depth)","No","No","Nemipterus nematophorus","Nemipteridae","&nbsp"
29.5,"TL",0.7,NA,NA,NA,28,NA,2.78,"Brunei Darsm","","No","No","Nemipterus nematophorus","Nemipteridae","length-frequencies"
35,"TL",0.34,NA,NA,NA,29,NA,2.62,"Malaysia","Peninsular east coast","No","No","Nemipterus nematophorus","Nemipteridae","length-frequencies"
35,"TL",0.92,NA,NA,NA,NA,NA,3.05,"Malaysia","Sarawak","No","No","Nemipterus nematophorus","Nemipteridae","length-frequencies"
23.1,"TL",0.49,NA,NA,NA,27,NA,2.42,"","Nansha Is.(4°-9°N, 105°45'-112°15'E, 50-150 m)","No","No","Nemipterus nemurus","Nemipteridae","&nbsp"
28,"TL",0.45,NA,NA,NA,NA,NA,2.55,"Malaysia","Sarawak","No","No","Nemipterus nemurus","Nemipteridae","length-frequencies"
29,"TL",0.276,NA,NA,1.03,28,NA,2.37,"Brunei Darsm","(30-40 m depth)","No","No","Nemipterus nemurus","Nemipteridae","&nbsp"
31.5,"TL",0.71,NA,NA,NA,29,NA,2.85,"Malaysia","Peninsular east coast","No","No","Nemipterus nemurus","Nemipteridae","length-frequencies"
28.5,"TL",0.437,NA,"",0.41,28,NA,2.55,"Brunei Darsm","(30-40 m depth)","No","No","Nemipterus peronii","Nemipteridae","&nbsp"
29.5,"TL",0.5,NA,"",1.05,28,NA,2.64,"Brunei Darsm","(30-40 m depth)","No","No","Nemipterus peronii","Nemipteridae","&nbsp"
30.2,"NG",0.31,NA,"",NA,27,NA,2.45,"Australia","Northwest coast","No","No","Nemipterus peronii","Nemipteridae","&nbsp"
30.5,"FL",0.72,0.26,"M",NA,27,NA,2.83,"Australia","Northwest coast","Yes","No","Nemipterus peronii","Nemipteridae","annuli on many otoliths"
31.4,"FL",0.55,-0.03,"F",NA,27,15,2.73,"Australia","Northwest coast","No","No","Nemipterus peronii","Nemipteridae","annuli on many otoliths"
31.5,"TL",0.49,NA,"",NA,NA,NA,2.69,"Malaysia","Sarawak","No","No","Nemipterus peronii","Nemipteridae","length-frequencies"
34.1,"TL",0.6,NA,"",NA,29,NA,2.84,"Malaysia","Peninsular east coast","No","No","Nemipterus peronii","Nemipteridae","length-frequencies"
42,"",0.15,0.74,"",NA,NA,NA,2.42,"","","Yes","No","Nemipterus peronii","Nemipteridae","&nbsp"
21.9,"TL",0.83,NA,NA,NA,27.2,10,2.6,"India","Kakinada","No","No","Nemipterus randalli","Nemipteridae","length-frequencies"
33.2,"TL",0.218,-0.22,NA,NA,NA,NA,2.38,"Turkey","Gulf of Antalya","No","No","Nemipterus randalli","Nemipteridae","annuli on many otoliths"
35,"TL",0.214,-1.24,NA,NA,NA,NA,2.42,"Turkey","Iskenderun Bay","Yes","No","Nemipterus randalli","Nemipteridae","&nbsp"
33,"TL",0.61,NA,NA,NA,29,NA,2.82,"Malaysia","Peninsular east coast","No","No","Nemipterus tambuloides","Nemipteridae","length-frequencies"
35,"TL",0.74,NA,NA,NA,29,NA,2.96,"Malaysia","Sarawak","No","No","Nemipterus tambuloides","Nemipteridae","length-frequencies"
24.5,"TL",0.42,NA,NA,1.73,28,NA,2.4,"Indonesia","West Kalimantan","No","No","Nemipterus thosaporni","Nemipteridae","length-frequencies"
28.4,"TL",0.363,NA,NA,1.14,28,NA,2.47,"Malaysia","Sarawak and Sabah(30-40 m depth)","No","No","Nemipterus thosaporni","Nemipteridae","&nbsp"
34,"TL",0.36,NA,NA,NA,29,NA,2.62,"Malaysia","Peninsular east coast","No","No","Nemipterus thosaporni","Nemipteridae","length-frequencies"
26.8,"TL",0.48,NA,"",NA,27,NA,2.54,"","Nansha Is.(4°-9°N, 105°45'-112°15'E, 50-150 m)","No","No","Nemipterus virgatus","Nemipteridae","&nbsp"
28.5,"TL",0.75,NA,"",1.76,28,18,2.78,"Brunei Darsm","","No","No","Nemipterus virgatus","Nemipteridae","length-frequencies"
30,"FL",0.44,-0.81,"F",NA,27,NA,2.6,"Hong Kong","South China Sea (bet. 20°-23°N, 112°-117°E)","No","No","Nemipterus virgatus","Nemipteridae","annuli on many otoliths"
31.4,"FL",0.322,-0.9,"F",NA,22,NA,2.5,"China","East China Sea (bet. 26°-29°N, 121°-125°E)","No","No","Nemipterus virgatus","Nemipteridae","annuli on many otoliths"
32.4,"TL",0.76,NA,"",NA,NA,NA,2.9,"Malaysia","Sarawak","Yes","No","Nemipterus virgatus","Nemipteridae","length-frequencies"
34.2,"FL",0.447,-0.2,"M",NA,27,NA,2.72,"Hong Kong","South China Sea (bet. 20°-23°N, 112°-117°E)","No","No","Nemipterus virgatus","Nemipteridae","annuli on many otoliths"
35,"TL",0.237,NA,"F",NA,27,NA,2.46,"China","112.5°E 20.8°N, 70 m","No","No","Nemipterus virgatus","Nemipteridae","&nbsp"
36.2,"TL",0.352,-0.71,"F",NA,27,NA,2.66,"Hong Kong","Southwest of Pearl River Mouth","No","No","Nemipterus virgatus","Nemipteridae","&nbsp"
37.3,"TL",0.28,NA,"",NA,NA,NA,2.59,"Taiwan","Taiwan Strait and adjacent waters","No","No","Nemipterus virgatus","Nemipteridae","&nbsp"
37.6,"TL",0.397,-0.42,"M",NA,27,NA,2.75,"China","112.5°E 20.8°N, 70 m","No","No","Nemipterus virgatus","Nemipteridae","&nbsp"
41.4,"FL",0.303,-0.27,"M",NA,22,NA,2.72,"China","East China Sea (bet. 26°-29°N, 121°-125°E),","No","No","Nemipterus virgatus","Nemipteridae","annuli on many otoliths"
44,"TL",0.348,NA,"",NA,27,NA,2.83,"Hong Kong","21.3°N 114°E","No","No","Nemipterus virgatus","Nemipteridae","&nbsp"
44.7,"TL",0.408,-0.12,"M",NA,27,NA,2.91,"Hong Kong","Southwest of Pearl River Mouth, 50 m","No","No","Nemipterus virgatus","Nemipteridae","&nbsp"
47,"TL",0.298,NA,"",NA,27,NA,2.82,"Hong Kong","21.3°N 114°E","No","No","Nemipterus virgatus","Nemipteridae","&nbsp"
28.1,"TL",0.58,-0.48,NA,NA,NA,NA,2.66,"Egypt","Gulf of Suez","No","No","Nemipterus zysron","Nemipteridae","&nbsp"
36.9,"TL",0.499,-0.58,NA,NA,26,NA,2.83,"Oman","Sea of Oman","No","No","Nemipterus zysron","Nemipteridae","annuli on many otoliths"
3.3,"FL",1.9,NA,NA,NA,29,NA,1.32,"Kenya","Lake Turkana","No","No","Neobola stellae","Cyprinidae","length-frequencies"
95.1,"TL",0.107,NA,NA,NA,NA,NA,2.99,"Australia","Burnett River, Queensland","No","No","Neoceratodus forsteri","Neoceratodontidae","tagging/recapture"
150,"TL",0.117,NA,NA,NA,NA,NA,3.42,"Australia","","No","Yes","Neoceratodus forsteri","Neoceratodontidae","&nbsp"
13.8,"TL",0.69,NA,NA,NA,NA,NA,2.12,"Ukraine","Bug estuary","No","No","Neogobius fluviatilis","Gobiidae","annuli on many otoliths"
14.7,"TL",0.42,NA,NA,NA,NA,NA,1.96,"Ukraine","Dnepr estuary","No","No","Neogobius fluviatilis","Gobiidae","annuli on many otoliths"
9.8,"TL",1.2,0.61,"M",NA,NA,NA,2.06,"Russia","Azov Sea","Yes","No","Neogobius melanostomus","Gobiidae","annuli on many otoliths"
10.9,"TL",0.91,0.11,"",NA,NA,NA,2.03,"Russia","Sea of Azov","Yes","No","Neogobius melanostomus","Gobiidae","scale annual rings"
12.4,"TL",0.4,NA,"",NA,NA,NA,1.79,"USA","upper Detroit River","No","No","Neogobius melanostomus","Gobiidae","others"
13.3,"TL",0.35,-0.21,"M",NA,NA,NA,1.79,"Ukraine","Crimea, Black Sea","No","No","Neogobius melanostomus","Gobiidae","annuli on many otoliths"
15.6,"TL",0.39,NA,"",NA,NA,NA,1.98,"Ukraine","Bug estuary","No","No","Neogobius melanostomus","Gobiidae","annuli on many otoliths"
16.5,"TL",0.27,NA,"",NA,NA,NA,1.87,"Ukraine","Dnepr estuary","No","No","Neogobius melanostomus","Gobiidae","annuli on many otoliths"
21.9,"TL",0.11,-1.62,"F",NA,NA,NA,1.72,"Ukraine","Crimea, Black Sea","No","No","Neogobius melanostomus","Gobiidae","annuli on many otoliths"
26,"TL",0.52,NA,NA,NA,27,NA,2.55,"India","Lakshadweep lagoons","No","No","Neoniphon sammara","Holocentridae","length-frequencies"
6.1,"TL",3.36,-0.06,NA,NA,18,NA,2.1,"China","Xujahe Reservoir (South Lake area)","Yes","No","Neosalanx pseudotaihuensis","Salangidae","length-frequencies"
6.4,"TL",4.32,-0.02,NA,NA,18,NA,2.25,"China","Xujahe Reservoir (North Lake area)","Yes","No","Neosalanx pseudotaihuensis","Salangidae","length-frequencies"
7.2,"TL",2.64,-0.13,NA,NA,18,NA,2.14,"China","Xujahe Reservoir (North Lake area)","No","No","Neosalanx pseudotaihuensis","Salangidae","length-frequencies"
7.3,"TL",2.04,-0.16,NA,NA,18,NA,2.03,"China","Xujahe Reservoir (South Lake area)","No","No","Neosalanx pseudotaihuensis","Salangidae","length-frequencies"
96.1,"SL",1.61,-0.26,NA,NA,NA,NA,4.17,"China","Lake Erhai","No","No","Neosalanx taihuensis","Salangidae","&nbsp"
41.3,"FL",0.222,-0.98,NA,NA,21,NA,2.58,"South Africa","KwaZulu-Ntal coast","No","No","Neoscorpis lithophilus","Kyphosidae","annuli on many otoliths"
38.5,"WD",0.2,-3.07,"M",NA,NA,NA,2.47,"Australia","Moreton Bay (27° 15' S; 153° 15' E), Queensland","No","No","Neotrygon kuhlii","Dasyatidae","other annual rings"
46.6,"WD",0.13,-3.51,"F",NA,NA,NA,2.45,"Australia","Moreton Bay (27° 15' S; 153° 15' E), Queensland","No","No","Neotrygon kuhlii","Dasyatidae","other annual rings"
30.4,"NG",1.052,NA,NA,NA,8.2,NA,2.99,"Germany","Kiel Bight, eelgrass","No","No","Nerophis ophidion","Syngnathidae","&nbsp"
52.7,"TL",0.267,NA,NA,NA,27,NA,2.87,"Indonesia","Sampit Bay, Central Kalimantan","No","No","Netuma thalassina","Ariidae","length-frequencies"
60,"TL",0.65,NA,NA,NA,27,NA,3.37,"Indonesia","Java Sea (South Kalimantan)","Yes","No","Netuma thalassina","Ariidae","length-frequencies"
68,"TL",0.45,NA,NA,NA,28,NA,3.32,"Brunei Darsm","","No","No","Netuma thalassina","Ariidae","length-frequencies"
84.8,"TL",0.199,-0.81,NA,0.23,27.6,NA,3.16,"India","Mandapam waters","No","No","Netuma thalassina","Ariidae","other annual rings"
106,"TL",0.064,-2.1,NA,NA,21.8,36.5,2.86,"Kuwait","","No","No","Netuma thalassina","Ariidae","annuli on many otoliths"
8.1,"OT",0.152,-1.47,"M",NA,NA,4.5,1,"Spain","Catalan Sea","No","No","Nezumia aequalis","Macrouridae","annuli on many otoliths"
8.3,"OT",0.175,-0.9,"F",NA,NA,4.5,1.08,"Spain","Catalan Sea","No","No","Nezumia aequalis","Macrouridae","annuli on many otoliths"
6.6,"OT",0.276,-0.16,NA,NA,12,NA,1.08,"USA","Norfolk Canyon off Virginia","No","No","Nezumia bairdii","Macrouridae","annuli on many otoliths"
7.4,"OT",0.125,0.24,"",NA,NA,NA,0.83,"Greece","Ionian Sea","No","No","Nezumia sclerorhynchus","Macrouridae","annuli on many otoliths"
7.7,"OT",0.11,-1.75,"M",NA,14,NA,0.81,"Italy","Roccella Ionica Bank, Ionian Sea","No","No","Nezumia sclerorhynchus","Macrouridae","annuli on many otoliths"
7.7,"TL",0.11,-1.75,"M",NA,NA,NA,0.81,"Italy","Cape Otranto (40° 06'N, 18° 31'E) and Cappe Passero (36° 41'N, 15° 10'E), Ionian Sea","No","No","Nezumia sclerorhynchus","Macrouridae","annuli on many otoliths"
8.1,"OT",0.1,-1.9,"F",NA,14,NA,0.82,"Italy","Roccella Ionica Bank, Ionian Sea","No","No","Nezumia sclerorhynchus","Macrouridae","annuli on many otoliths"
8.1,"TL",0.1,-1.9,"F",NA,NA,NA,0.82,"Italy","Cape Otranto (40° 06'N, 18° 31'E) and Cappe Passero (36° 41'N, 15° 10'E), Ionian Sea","No","No","Nezumia sclerorhynchus","Macrouridae","annuli on many otoliths"
26.4,"TL",0.16,-1.07,"",NA,17.5,NA,2.05,"Morocco","Alboran Sea 500-800 m","No","No","Nezumia sclerorhynchus","Macrouridae","&nbsp"
43,"TL",0.2,NA,NA,NA,13.2,NA,2.57,"Mexico","Gulf of California 500 m","No","No","Nezumia stelgidolepis","Macrouridae","&nbsp"
31,"",0.34,-0.36,"M",NA,NA,NA,2.51,"","","No","No","Nibea albiflora","Sciaenidae","&nbsp"
36,"",0.25,-0.31,"F",NA,NA,NA,2.51,"","","No","No","Nibea albiflora","Sciaenidae","&nbsp"
52.9,"SL",0.262,0.74,"",NA,22,NA,2.87,"Japan","Seto Inland Sea","Yes","No","Nibea albiflora","Sciaenidae","scale annual rings"
28.4,"TL",1.08,NA,NA,NA,28.4,NA,2.94,"India","Palk Bay/Gulf of Mannar","No","No","Nibea maculata","Sciaenidae","length-frequencies"
48,NA,0.2,NA,NA,NA,26.5,NA,2.66,"Costa Rica","Gulf of Nicoya","No","No","Notarius troschelii","Ariidae","tagging/recapture"
5.5,"TL",12.6,-0.02,NA,NA,NA,NA,2.58,NA,"aquarium","Yes","Yes","Nothobranchius furzeri","Nothobranchiidae","&nbsp"
21.9,"SL",0.37,-0.85,NA,NA,12,NA,2.25,"New Zealand","North-eastern waters","No","No","Notolabrus celidotus","Labridae","&nbsp"
41.3,"TL",0.15,-1.74,NA,NA,12,NA,2.41,"New Zealand","North-eastern waters","No","No","Notolabrus fucicola","Labridae","&nbsp"
33.5,"TL",0.2,-0.84,NA,NA,21.4,NA,2.35,"Australia","Jurien Bay Marine Park (JBMP), 30°  S, Western Australia","No","No","Notolabrus parilus","Labridae","annuli on many otoliths"
41,"TL",0.15,-1.35,NA,NA,20.6,NA,2.4,"Australia","off Perth (32° S), Western Australia","No","No","Notolabrus parilus","Labridae","annuli on many otoliths"
2.8,"TL",1.411,-0.16,NA,4.2,12,NA,1.04,"Australia","24°S 110°E, 200 m depth","No","No","Notolychnus valdiviae","Myctophidae","&nbsp"
202,"TL",0.25,NA,NA,NA,NA,NA,4.01,"USA","Monterey Bay Aquarium","No","Yes","Notorynchus cepedianus","Hexanchidae","direct observation"
280,"TL",0.25,NA,NA,NA,NA,NA,4.29,"Argentina","Chuy, Uruguay (34°S) to Ríncon, Argentina (41°S)","No","No","Notorynchus cepedianus","Hexanchidae","&nbsp"
11.9,NA,0.89,NA,NA,NA,6.5,NA,2.1,"Norway","Northeast Atlantic","No","No","Notoscopelus elongatus","Myctophidae","&nbsp"
14.9,"SL",0.2,-1,NA,NA,NA,NA,1.65,NA,"Europe (not specified)","No","No","Notoscopelus kroyeri","Myctophidae","others"
36,"",0.22,NA,"M",NA,-1,NA,2.46,"Antarctica","Terre Adélie","No","No","Notothenia coriiceps","Nototheniidae","&nbsp"
45.3,"TL",0.129,-0.8,"M",0.36,-0.9,NA,2.42,"South Orkney Is.","Sygny Islands","No","No","Notothenia coriiceps","Nototheniidae","&nbsp"
48,"",0.22,NA,"F",NA,-1,NA,2.7,"Antarctica","Terre Adélie","No","No","Notothenia coriiceps","Nototheniidae","&nbsp"
51.6,"TL",0.091,-1.7,"F",0.36,-0.9,NA,2.38,"South Orkney Is.","Sygny Islands","No","No","Notothenia coriiceps","Nototheniidae","&nbsp"
34,"",0.186,0.5,NA,NA,NA,NA,2.33,"","","No","No","Notothenia cyanobrancha","Nototheniidae","&nbsp"
39.1,"TL",0.186,NA,NA,0.55,5,NA,2.45,"Antarctica","Kerguelen Islands","No","No","Notothenia cyanobrancha","Nototheniidae","annuli on many otoliths"
80,"SL",0.13,NA,"M",NA,12,NA,2.92,"","Cold. RF","No","No","Notothenia rossii","Nototheniidae","&nbsp"
80.1,"",0.2,NA,"F",NA,12,NA,3.11,"","Cold. RF","No","No","Notothenia rossii","Nototheniidae","&nbsp"
80.6,"",0.188,NA,"M",NA,12,NA,3.09,"","Cold. RF","No","No","Notothenia rossii","Nototheniidae","&nbsp"
80.7,"",0.18,NA,"M",NA,12,NA,3.07,"","Cold. RF","No","No","Notothenia rossii","Nototheniidae","&nbsp"
80.8,"",0.192,NA,"",NA,20,NA,3.1,"Antarctica","","No","No","Notothenia rossii","Nototheniidae","&nbsp"
86,"TL",0.128,NA,"M",NA,1.5,NA,2.98,"Antarctica","South Georgia","No","No","Notothenia rossii","Nototheniidae","scale annual rings"
87,"TL",0.112,0.1,"",NA,1,NA,2.93,"South Shetland","Cold. RF","No","No","Notothenia rossii","Nototheniidae","scale annual rings"
89.2,"",0.152,NA,"F",0.28,12,NA,3.08,"","Cold. RF","No","No","Notothenia rossii","Nototheniidae","&nbsp"
90,"SL",0.13,NA,"F",NA,12,NA,3.02,"","Cold. RF","No","No","Notothenia rossii","Nototheniidae","&nbsp"
91.5,"",0.16,NA,"",NA,12,NA,3.13,"","Cold. RF","No","No","Notothenia rossii","Nototheniidae","&nbsp"
92,"TL",0.124,NA,"F",NA,1.5,NA,3.02,"Antarctica","South Georgia","No","No","Notothenia rossii","Nototheniidae","scale annual rings"
97,"TL",0.107,NA,"",NA,1.5,NA,3,"Antarctica","South Georgia","No","No","Notothenia rossii","Nototheniidae","scale annual rings"
104,"TL",0.102,-0.79,"",NA,12,NA,3.04,"","(Cold. RF)","No","No","Notothenia rossii","Nototheniidae","scale annual rings"
126,"",0.067,NA,"",NA,1.5,NA,3.03,"Antarctica","South Georgia","Yes","No","Notothenia rossii","Nototheniidae","&nbsp"
23.2,NA,0.268,NA,NA,NA,20,NA,2.16,"Antarctica",NA,"No","No","Nototheniops larseni","Nototheniidae","&nbsp"
11.2,"TL",0.871,NA,NA,1.1,NA,NA,2.04,"Canada","Lake Simcoe","No","No","Notropis atherinoides","Cyprinidae","&nbsp"
27.5,"TL",1.4,NA,NA,NA,27,NA,3.02,"India","Lakshadweep lagoon","Yes","No","Novaculichthys taeniourus","Labridae","length-frequencies"
12.5,"TL",1.16,NA,NA,NA,28.2,NA,2.26,"Philippines","Manila Bay","No","No","Nuchequula blochii","Leiognathidae","length-frequencies"
12.5,"TL",1.25,NA,NA,NA,28.2,NA,2.29,"Philippines","Manila Bay","No","No","Nuchequula blochii","Leiognathidae","length-frequencies"
13.2,"TL",1.2,NA,NA,NA,28.2,NA,2.32,"Philippines","Manila Bay","No","No","Nuchequula blochii","Leiognathidae","length-frequencies"
12,"SL",1.2,NA,NA,5.23,25,NA,2.24,"Australia","Cleveland Bay, North Queensland","No","No","Nuchequula gerreoides","Leiognathidae","length-frequencies"
13,"TL",1,NA,NA,NA,28,NA,2.23,"Indonesia","Java Sea","No","No","Nuchequula gerreoides","Leiognathidae","length-frequencies"
12,"TL",2.56,NA,NA,NA,18,NA,2.57,"Japan","Kasaoka Bay","Yes","No","Nuchequula nuchalis","Leiognathidae","&nbsp"
28.6,"SL",0.3,-0.39,"M",NA,NA,NA,2.39,"Italy","","No","No","Oblada melanura","Sparidae","annuli on many otoliths"
